ResponseId,Q409,eBMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud
R_5kH8ZPlKOq0qilr,Laurel,90,12,18,17,14,16,13,4.315789474,4.888888889,4.222222222,2.571428571,5.5,5.166666667,3.722222222,106,27,1,4,2,0,7,7,2,3,1,0,20
R_5mjIQR2UcZBQpDs,Yanny,97,15,18,19,16,15,14,4.315789474,4.222222222,5.555555556,1.571428571,5.166666667,5.666666667,4,119,9,1,0,0,0,0,3,1,2,0,1,9
R_5n0YoU7ynKVCgLF,Yanny,110,20,20,19,19,17,15,5.368421053,6.111111111,6.555555556,2.857142857,5.333333333,6.333333333,4.333333333,133,19,3,0,2,1,5,2,2,3,0,1,14
R_5NUd2r7KnRtnBvP,Yanny,108,17,18,20,20,16,17,3.684210526,4.111111111,5,1.571428571,2.833333333,5,2.611111111,118,7,0,0,1,1,3,0,2,0,0,0,4
R_5PbwHsu44MkMRCN,Yanny,104,13,20,20,16,16,19,3.657894737,1.666666667,6.111111111,1,4.166666667,6.166666667,2.611111111,134,11,1,0,5,0,1,3,1,0,0,0,10
R_5plJPl8fHDuSkiV,Laurel,74,14,8,15,14,12,11,3.815789474,3.444444444,5.222222222,1.714285714,4.166666667,5,3.166666667,92,22,1,0,8,0,4,0,4,3,1,1,18
R_5ql3fFVjw1EdOKp,Yanny,108,18,18,20,15,20,17,4.394736842,4,4.555555556,3,5.166666667,6.333333333,3.722222222,143,0,0,0,0,0,0,0,0,0,0,0,0
R_5QNWyg0NcTuF2SJ,Laurel,112,18,18,20,19,17,20,5.657894737,5.333333333,6,5.142857143,6.166666667,6.666666667,5.555555556,157,3,0,1,0,0,1,0,1,0,0,0,2
R_5QVJmCMBV6yy7uh,Yanny,87,16,12,18,12,13,16,3.736842105,3.444444444,4.888888889,1.142857143,4.5,5.333333333,3,131,11,0,0,5,0,1,1,3,0,0,0,10
R_5QWFpiVPWK7RiTC,Yanny,97,14,18,16,15,17,17,3.947368421,4,4.333333333,1.857142857,5.166666667,5.166666667,3.555555556,135,5,0,1,0,1,2,0,1,0,0,0,3
R_5R1vjOlSfgmiAOo,Yanny,66,10,11,14,13,9,9,2.684210526,2.555555556,3.666666667,1,2.5,4,1.833333333,63,27,1,2,6,0,7,3,3,3,1,1,20
R_5R9b33Dt6HA4tqL,Yanny,85,16,16,16,12,16,9,4.421052632,3,5.444444444,3.285714286,6,5.5,4,95,22,2,0,3,0,6,2,7,2,0,0,16
R_5rGLAEnRAUQxecG,Laurel,84,17,13,15,13,13,13,3.973684211,4,4.333333333,3.428571429,4.666666667,4,3.722222222,107,31,3,4,2,0,8,5,4,2,1,1,23
R_5rZPj0p2gYmit7E,Yanny,88,16,20,20,17,11,4,2.736842105,1.666666667,3.111111111,1.142857143,4.5,4.333333333,2.055555556,55,18,1,3,5,0,2,3,1,1,0,2,16
R_5S979eKxlqchbEQ,Yanny,79,11,12,17,13,11,15,3.421052632,3.111111111,4.333333333,2.428571429,3.166666667,4.5,2.888888889,116,14,0,0,4,0,3,0,3,2,1,0,11
R_5tKKhdFRiwbmiwY,Yanny,78,15,12,16,13,12,10,3.526315789,2.777777778,4.222222222,2.428571429,4.333333333,4.666666667,3.055555556,82,25,1,4,4,0,4,4,5,2,0,1,21
R_5tRKKtuTTyV7gNb,Laurel,102,18,16,19,15,15,19,3.315789474,4.666666667,2.666666667,1.714285714,2.333333333,5.666666667,2.555555556,138,16,2,2,3,0,1,3,1,2,0,2,15
R_5V7lryLMGEU7Cyr,Yanny,87,12,19,16,17,11,12,4.263157895,3.444444444,5.888888889,3.142857143,4.166666667,5.166666667,3.555555556,103,18,3,0,4,0,4,2,1,2,0,2,14
R_5VDLSFYsqyuBfu9,Laurel,61,16,4,12,14,10,5,2.789473684,2.111111111,3.666666667,1.857142857,2.5,4.333333333,2.111111111,55,24,2,1,4,0,6,1,6,2,1,1,18
R_5WMhwyDt4ChzcO6,Laurel,91,17,13,19,14,13,15,4.263157895,3.555555556,5.888888889,1.714285714,5.333333333,5.5,3.777777778,120,11,1,0,2,0,2,2,1,2,0,1,9
R_5X7r12zO9u2mY6F,Yanny,93,15,19,19,19,14,7,3.710526316,5.111111111,4.222222222,1,3.166666667,5.166666667,2.777777778,67,18,3,0,3,0,1,4,2,3,1,1,17
R_5X9l5znULbNONwt,Yanny,81,11,16,14,16,10,14,4.473684211,3.777777778,5.555555556,4,4,5.666666667,4.444444444,89,26,1,3,6,1,5,1,4,3,0,2,21
R_5Y5pTb9oNCzHq4w,Laurel,86,16,15,17,14,12,12,3.763157895,3.555555556,4.222222222,1.285714286,5.166666667,5.5,3,120,12,2,0,5,0,4,0,0,0,0,1,8
R_5yqHQ1jKRtAO9MM,Yanny,108,18,18,20,14,19,19,5.078947368,5.111111111,6.444444444,3.428571429,4.166666667,6.666666667,4.611111111,152,4,1,0,1,0,1,0,1,0,0,0,3
R_60HulPMwmwNMVXT,Laurel,75,12,15,15,9,10,14,2.842105263,2.222222222,4.555555556,1,2.333333333,4.333333333,1.5,102,18,0,3,1,0,6,3,2,0,1,1,12
R_61ReOKmua6rMu1h,Yanny,83,19,12,13,5,18,16,3.605263158,1.666666667,5.222222222,2.571428571,4.833333333,4.666666667,3.666666667,93,17,4,0,2,1,1,2,5,2,0,0,16
R_61RUqg6n25k0mXX,Yanny,85,15,8,20,12,14,16,3.789473684,4.777777778,4.777777778,1,3.166666667,5.333333333,2.888888889,138,15,1,0,6,0,3,0,2,1,1,1,12
R_62WTRkdyLZ2un2I,Laurel,112,18,18,20,18,20,18,5.315789474,4.555555556,5.777777778,4.857142857,7.166666667,5.333333333,5.222222222,150,17,3,4,5,0,2,2,1,0,0,0,15
R_63dMWvaxNQ6thTe,Yanny,96,13,19,20,16,14,14,5.342105263,3.888888889,6.111111111,5.857142857,6.333333333,5.666666667,5.055555556,130,3,2,0,1,0,0,0,0,0,0,0,3
R_64l6vlBPO24Kd2F,Yanny,94,16,20,17,12,17,12,5.078947368,3.777777778,6.222222222,5.142857143,5,6.166666667,4.555555556,105,10,2,0,2,0,0,0,2,2,0,1,10
R_6anmsSlZiHGzUBc,Yanny,80,14,12,17,13,8,16,3.657894737,3.555555556,4.222222222,2,4,5.166666667,3.222222222,110,11,1,1,1,0,4,2,0,1,0,1,7
R_6dNplrkVK1tDLuu,Yanny,65,20,4,16,8,10,7,2.131578947,1.333333333,2.555555556,1,2.166666667,4.333333333,1.611111111,43,17,1,1,3,0,7,1,3,0,0,1,10
R_6EAT2rj7ghNPPSF,Laurel,94,18,9,20,16,13,18,3.605263158,2.888888889,4.222222222,1,5.333333333,5.666666667,3,130,21,0,2,6,1,3,2,4,2,0,1,18
R_6gRULGparNunVO8,Laurel,79,16,9,18,15,9,12,3.605263158,3.888888889,5.333333333,1,2.666666667,5.166666667,2.5,102,10,0,0,2,0,3,0,2,2,0,1,7
R_6HjJE2L08vCKwox,Yanny,87,16,17,16,14,15,9,3.578947368,3.333333333,4.111111111,1.571428571,5.166666667,4.5,2.888888889,71,10,0,2,3,1,0,0,2,2,0,0,10
R_6hnz9IP0Ck5xslY,Yanny,108,19,19,20,15,18,17,4.947368421,4.222222222,5.777777778,4.428571429,5,6.166666667,4.277777778,143,8,0,1,1,1,3,0,0,2,0,0,5
R_6mDwOCxgaJOrMmV,Laurel,96,20,20,20,12,16,8,3.868421053,4.777777778,5.666666667,1,3.666666667,4,2.666666667,122,17,0,2,2,1,4,2,4,2,0,0,13
R_6PNxlgvAdpw9TG9,Yanny,96,17,20,17,16,13,13,3.605263158,3.333333333,4.777777778,1.142857143,3.833333333,5.5,3.111111111,105,13,2,2,2,0,2,1,1,2,0,0,11
R_6pVOh1eFlvqTnXV,Laurel,78,18,14,15,11,5,15,3.5,3.444444444,4.111111111,1.857142857,3.166666667,5.5,2.777777778,107,27,1,3,4,1,4,1,8,2,1,1,23
R_6QzwKvR7gh5P47n,Yanny,83,14,10,20,18,13,8,4.447368421,4.333333333,6.111111111,1,5.666666667,5.666666667,3.777777778,113,16,3,0,4,1,4,0,4,0,0,0,12
R_6r2GXHgMBk7iKBP,Yanny,99,18,19,17,16,16,13,5.342105263,3.888888889,6.888888889,3.857142857,7,6.166666667,4.944444444,110,11,1,1,2,1,2,1,0,2,0,0,9
R_6RJHhog6d04Fp3H,Yanny,110,20,19,20,19,18,14,3.947368421,4.111111111,4,3.142857143,5.166666667,4,3.777777778,124,19,1,2,2,0,3,5,3,2,0,1,16
R_6Suc4RekJVF7CDB,Yanny,100,20,16,17,15,15,17,5.131578947,4.111111111,6.555555556,2.857142857,6.5,6.666666667,4.444444444,137,4,0,0,0,0,3,0,1,0,0,0,1
R_6t8Ua9nKU5Lt56P,Yanny,105,19,18,20,10,18,20,5.184210526,4.444444444,6.111111111,3.571428571,6.166666667,6.666666667,4.666666667,148,22,0,1,5,1,3,6,2,2,1,1,19
R_6ZOKcmh84yJG9Dj,Yanny,93,19,15,18,15,15,11,4.289473684,4.555555556,5.666666667,1.714285714,4,5.833333333,3.222222222,107,6,0,0,1,0,3,1,0,0,0,0,3
R_70MXVHFbvRRTMXq,Yanny,100,17,19,20,16,14,14,4.605263158,4.222222222,6,2.857142857,4.833333333,5.666666667,4.277777778,117,9,0,1,0,0,1,0,5,2,0,0,8
R_70r9tTVOPcBcCmn,Yanny,78,13,18,16,10,14,7,3.789473684,2.111111111,6.777777778,1.142857143,4.5,4.833333333,2.888888889,61,24,3,1,7,0,3,2,4,2,0,1,21
R_72lVzVPtI9GcpZU,Yanny,89,18,12,18,11,14,16,4.394736842,2.111111111,6,3.571428571,6.5,5,3.944444444,120,11,1,2,2,0,1,0,2,2,0,1,10
R_72nj4YVnv355gKG,Laurel,93,18,16,18,12,13,16,3.368421053,1.777777778,5.333333333,1,3.666666667,5.833333333,2.333333333,131,22,2,1,6,0,4,3,1,3,1,1,18
R_73CI0ErEe3BxNxy,Yanny,79,18,8,16,10,17,10,5.657894737,3.888888889,6.666666667,6.142857143,6.5,6.333333333,5.166666667,88,13,2,1,4,0,1,0,2,2,0,1,12
R_73WgzIjQpX4mXho,Laurel,109,20,20,17,17,19,16,5.157894737,5,6.222222222,3.571428571,5.333333333,6.333333333,4.666666667,126,8,1,1,3,0,2,0,0,0,0,1,6
R_779bljciiMTjjq1,Yanny,102,19,17,18,17,14,17,4.131578947,4.666666667,5.333333333,1.285714286,3.666666667,6,3,128,11,0,0,4,0,2,0,1,3,0,1,9
R_7aItqfBwXDKbYBP,Laurel,97,19,12,18,12,16,20,4.605263158,4.444444444,4.888888889,2.714285714,7.166666667,4.833333333,4.333333333,138,24,1,1,4,1,6,3,4,2,1,0,18
R_7B4CBvWrquoxavv,Yanny,79,12,12,17,14,12,12,3.368421053,3,4.666666667,1.857142857,3.166666667,4.5,2.388888889,97,20,2,1,5,0,2,2,4,2,0,1,18
R_7BWWFO7Ucj3IrUX,Yanny,101,18,16,19,18,13,17,4.578947368,4.888888889,4.888888889,2.714285714,5.666666667,5.5,4.277777778,123,16,0,1,3,0,2,2,4,3,0,0,14
R_7C9Bu9tgaxR9L5j,Yanny,98,19,20,18,10,17,14,3.868421053,3,5,1.142857143,4.5,6.666666667,3.166666667,141,16,1,1,3,1,3,1,5,0,0,1,13
R_7CCoGJRhaNeaCnK,Yanny,75,14,14,12,13,12,10,3.605263158,3.555555556,3.777777778,4,4.333333333,2.833333333,3.722222222,89,25,3,2,7,0,3,2,3,2,0,2,22
R_7CG72fqLDAhnQHL,Yanny,99,19,12,20,16,15,17,5.789473684,5.222222222,6.333333333,7,4.5,6.666666667,5.555555556,146,19,1,1,3,0,4,2,4,3,0,1,15
R_7dGuKwIjHfKYiE4,Yanny,98,14,13,18,18,16,19,4.5,4.333333333,4.777777778,1.714285714,6.666666667,6.166666667,4.111111111,148,12,2,1,2,0,0,3,2,1,0,0,12
R_7E4pZa9IKKV6QPD,Laurel,80,8,16,16,13,18,9,4.184210526,5.111111111,4.888888889,2,4.833333333,4.333333333,3.888888889,87,22,2,1,2,0,5,3,5,3,0,1,17
R_7EhtPiqVjZjuuBe,Yanny,79,12,11,19,15,17,5,4.552631579,4.555555556,6,2.714285714,3.666666667,6.166666667,3.555555556,88,4,1,0,0,0,2,0,1,0,0,0,2
R_7fzEKM4lugSKD85,Yanny,118,20,20,20,18,20,20,6.289473684,6.111111111,6.666666667,4.857142857,8,7,6.222222222,168,1,0,0,0,0,0,0,0,0,0,1,1
R_7gMhRekXIW2B6hj,Laurel,100,18,16,20,16,19,11,5.921052632,4.111111111,6.777777778,5.285714286,8.166666667,6.833333333,5.888888889,113,7,1,0,2,1,3,0,0,0,0,0,4
R_7HS95mkcmGSNm9p,Yanny,116,20,18,20,19,20,19,5.736842105,5.777777778,6.333333333,4.714285714,6,6.666666667,5.444444444,152,5,1,0,2,0,0,1,0,0,0,1,5
R_7ILunRVPq8EhjlD,Laurel,88,14,20,16,16,12,10,3.236842105,1.666666667,6,1.857142857,2.666666667,4.166666667,2.333333333,84,21,1,0,6,1,4,3,3,2,0,1,17
R_7ipRgHWTzyZBZS7,Laurel,117,20,19,20,19,19,20,5.263157895,5.555555556,6.333333333,2.285714286,5.833333333,7,4.777777778,158,2,0,1,1,0,0,0,0,0,0,0,2
R_7iXtjcTlKTvh6BG,Laurel,90,14,14,17,17,13,15,3.289473684,3.444444444,4.444444444,1,3.666666667,4.166666667,2.388888889,105,12,1,0,3,0,0,3,2,2,0,1,12
R_7j9BLyklOtWecR8,Laurel,85,15,14,18,14,15,9,4.736842105,4.222222222,5.111111111,4.714285714,5.333333333,5.166666667,4.333333333,85,15,2,1,3,0,5,0,1,1,1,0,10
R_7jgNl84UnbE8WB3,Yanny,59,7,14,16,9,7,6,2.657894737,1.444444444,4.333333333,2.428571429,1.666666667,3.666666667,1.555555556,51,19,3,3,3,1,5,1,1,0,0,1,14
R_7JIxbxZvT6rflNw,Yanny,94,18,17,20,17,14,8,3.578947368,2.888888889,5.666666667,3.428571429,1.666666667,4.166666667,2.5,54,16,1,2,4,1,3,2,1,1,0,1,13
R_7JnxQiA1Phk7sVr,Laurel,99,20,18,16,13,15,17,5.368421053,4.222222222,6.444444444,3.714285714,6.833333333,6.833333333,4.833333333,154,2,0,0,0,0,1,0,1,0,0,0,1
R_7jUno4heZjxdBkC,Laurel,106,20,12,20,18,16,20,3.842105263,4.888888889,4.444444444,1,2.666666667,6.5,2.5,160,1,0,0,0,0,0,0,1,0,0,0,1
R_7JV2T8Gr26FBPoo,Laurel,85,14,15,16,14,15,11,3.763157895,3.444444444,4.222222222,3.285714286,4.166666667,4.333333333,3.444444444,106,8,1,0,3,0,2,0,1,1,0,0,6
R_7JXfsV1KD91UbSR,Laurel,97,20,13,18,15,15,16,4.657894737,3.666666667,6,3.285714286,4.833333333,6.333333333,4.166666667,120,16,1,1,5,0,2,1,3,3,0,0,14
R_7ktc7pjrPzhpK1K,Laurel,113,19,20,20,18,19,17,4.631578947,4.888888889,4.777777778,3.285714286,5.333333333,5.666666667,4.111111111,147,7,0,1,0,0,1,1,4,0,0,0,6
R_7ktfMyh1iyw7OHD,Laurel,78,13,9,17,16,12,11,2.894736842,3,4.888888889,1,1.666666667,3.666666667,2.111111111,96,19,1,0,4,1,5,1,6,1,0,0,14
R_7l0jeNb0anUIu5j,Yanny,120,20,20,20,20,20,20,6.342105263,6.777777778,7,5,6.666666667,7,6.555555556,164,5,1,0,1,0,1,0,1,1,0,0,4
R_7L8g2oj5TzCqbvK,Yanny,83,10,12,20,14,15,12,4.236842105,4.666666667,4.666666667,2.571428571,6.333333333,3.5,4.5,104,15,2,1,3,0,4,0,3,1,0,0,11
R_7LG356IGP641njK,Yanny,113,20,19,20,17,20,17,6.473684211,6,7,6,7.666666667,6.833333333,6.5,141,0,0,0,0,0,0,0,0,0,0,0,0
R_7LuK8v0T8VrJnzN,Yanny,99,18,16,19,16,16,14,4.078947368,3.444444444,5.333333333,1.857142857,5,5.5,3.388888889,122,7,1,0,5,0,1,0,0,0,0,0,6
R_7Ms5vaklVc1SSMb,Laurel,92,17,16,15,14,15,15,3.710526316,4.333333333,4.111111111,1.571428571,5,4,3.5,130,29,3,4,5,1,4,3,4,3,1,0,25
R_7msjDIwdyrgA1jd,Yanny,78,17,16,14,12,13,6,2.947368421,2.444444444,3.222222222,3.285714286,2.833333333,3.5,2.444444444,54,7,1,0,1,1,0,1,1,2,0,0,7
R_7nVfU2MMXXYP4s5,Laurel,85,15,15,15,16,14,10,3.263157895,3.333333333,4.444444444,1.428571429,3.333333333,4,2.611111111,91,20,0,1,5,1,4,3,1,3,0,2,16
R_7oOdjfXAlVe7yBX,Laurel,83,15,10,19,11,10,18,3.5,3.222222222,5,1,2.833333333,5.833333333,2.388888889,112,33,4,2,7,1,8,2,5,2,0,1,25
R_7OrjcGsMNS0uIkz,Laurel,96,14,20,19,17,11,15,3.868421053,3.888888889,5.222222222,1,4.166666667,5.5,3.111111111,123,23,1,0,6,0,5,5,1,3,0,1,18
R_7p0yAzCgMi2hbRD,Laurel,65,16,8,15,14,7,5,2.842105263,2.888888889,3.222222222,1.428571429,2.833333333,4.333333333,2.055555556,48,21,3,2,3,1,3,1,6,2,0,0,18
R_7q3fGTZMjY8TYVa,Laurel,109,20,19,20,19,19,12,6.394736842,6.222222222,6.888888889,5.857142857,7,7,5.944444444,128,9,2,1,2,0,2,1,0,1,0,0,7
R_7Q5vjS8zj4uFInC,Yanny,110,20,19,20,17,17,17,5.026315789,5.333333333,5.111111111,4.285714286,5.833333333,5.333333333,4.777777778,151,8,0,1,1,0,0,0,3,2,0,0,8
R_7qKx8ovrWA5TtVz,Laurel,89,13,12,18,17,14,15,4.868421053,4,6,4,5.333333333,5.833333333,4.111111111,114,14,2,0,5,0,2,1,2,1,0,1,12
R_7r51BRVeaPksfQJ,Yanny,70,19,13,9,7,14,8,4.131578947,1.555555556,6.777777778,3.571428571,5,4.5,3.555555556,73,9,1,0,1,0,2,0,2,2,0,0,7
R_7RiSFwLEHsjfOfv,Laurel,95,17,15,16,16,14,17,3.578947368,3.333333333,4.666666667,1,3.666666667,5.833333333,2.388888889,126,0,0,0,0,0,0,0,0,0,0,0,0
R_7rMK0nyvgb6OYUu,Yanny,78,11,19,16,10,11,11,3.921052632,3.444444444,5,3.285714286,4.166666667,4.166666667,3.222222222,97,14,1,1,2,0,3,3,1,2,0,1,11
R_7rOsFhZMPeCSZSN,Yanny,62,16,11,10,8,9,8,2.578947368,1.888888889,3.777777778,1.285714286,3.166666667,3.166666667,2.111111111,69,18,1,1,1,0,5,5,3,2,0,0,13
R_7ruGrXHUyTLWCBn,Yanny,112,20,20,20,14,19,19,5.921052632,4.333333333,6.888888889,5.714285714,7.333333333,6.666666667,6.111111111,146,4,2,0,1,0,0,0,0,0,0,0,4
R_7S3RXu8n0Q5s2t3,Laurel,107,18,20,18,18,16,17,3.447368421,3.777777778,4.333333333,1,3,5.5,2.388888889,133,14,1,0,1,0,3,2,4,2,0,0,11
R_7S564V2mUUjnzuV,Laurel,99,20,18,20,13,11,17,3.473684211,2.777777778,5.111111111,1,3.5,5.5,2.444444444,142,10,0,0,0,0,2,0,5,1,0,1,8
R_7TLhMvhbrpuRpIt,Yanny,75,17,20,20,4,5,9,2.526315789,1.444444444,3.222222222,2,3.833333333,2.833333333,2.222222222,81,23,3,3,5,0,3,0,4,2,1,1,20
R_7UoqWi0FT6bzwAN,Yanny,105,20,16,20,18,16,15,4.026315789,4,5.555555556,1.428571429,4.666666667,4.833333333,3.166666667,131,11,3,2,1,0,2,1,1,0,0,1,9
R_7uTWORMdj6F6y6t,Yanny,92,18,15,18,17,14,10,3.105263158,3.111111111,3.666666667,2.142857143,3.666666667,3.333333333,3,92,18,4,1,2,0,5,1,2,1,1,0,13
R_7VsnHioTrdzuLg5,Yanny,105,20,18,20,20,16,11,5,4.222222222,5.777777778,4,5.333333333,6.666666667,4.5,100,12,4,2,2,0,2,1,0,1,0,0,10
R_7Wk6ieq2nizs9Dr,Yanny,106,18,18,18,18,15,19,4.184210526,4.666666667,4.666666667,1.571428571,4.166666667,6.5,3.555555556,141,15,2,3,2,0,1,2,2,1,1,0,14
R_7yjb1XUjYjOvhoG,Yanny,89,16,13,16,13,17,14,4,4.444444444,4.222222222,1.714285714,5.5,4.833333333,3.722222222,120,13,1,1,3,0,3,2,1,0,0,1,10
R_7ZCah7a97Nvv7RF,Yanny,94,16,16,18,13,15,16,4,3.666666667,4.888888889,1.714285714,5.166666667,5.333333333,3.555555556,124,4,1,2,1,0,0,0,0,0,0,0,4
R_85AG4m0XRIRx1gl,Yanny,114,20,16,20,20,20,18,5.631578947,6,6.111111111,2.714285714,8,6.333333333,5.277777778,154,2,0,0,0,0,1,0,1,0,0,0,1
R_8akPQeCOvdaB7Ll,Yanny,104,18,20,18,17,18,13,5.052631579,3.111111111,6.333333333,4.714285714,5.833333333,6.5,4.5,112,8,1,0,1,0,1,1,2,1,0,0,7
R_8CJIMXzksPjK99u,Yanny,27,5,4,5,4,4,5,1.105263158,1,1,1,1.666666667,1.166666667,1,35,29,4,1,6,0,9,3,2,1,1,1,20
R_8cpjI4ZuCf9NXgP,Yanny,77,10,4,20,15,12,16,3.552631579,1.666666667,6,1.571428571,3.666666667,5.5,2.833333333,115,13,1,1,2,0,5,0,3,1,0,0,8
R_8DUre4vtGeSd1UJ,Yanny,112,20,20,20,19,17,16,5.210526316,5.333333333,6.222222222,2.714285714,6.166666667,6.333333333,4.722222222,142,19,1,0,4,1,4,3,2,2,0,1,15
R_8EGYGuIqac9niiq,Laurel,108,18,16,20,17,19,18,6.210526316,5.333333333,7,5.714285714,7.166666667,7,6.055555556,152,7,1,0,3,0,2,0,1,0,0,0,5
R_8EsWYOI3QySk8WM,Yanny,92,20,17,19,16,14,6,4.157894737,4.111111111,5.444444444,1.428571429,4.5,5.833333333,3.166666667,89,13,1,1,6,1,3,0,1,0,0,0,10
R_8fiNHHHr8UD0DLZ,Yanny,76,11,12,18,16,13,6,3.052631579,3,4,1.142857143,2.666666667,4.833333333,2,73,24,0,2,5,1,4,1,5,3,1,1,20
R_8FldGrXmrYoOErD,Yanny,57,14,9,14,6,10,4,2.421052632,1.777777778,3.888888889,1,3,2.666666667,1.777777778,40,15,0,0,2,0,4,2,5,2,0,0,11
R_8MFPtlNWUMdfNvO,Yanny,98,16,20,19,14,14,15,4.131578947,4.666666667,4.777777778,1.142857143,5.333333333,5.333333333,4,119,7,0,1,2,0,0,1,1,1,0,0,7
R_8oihbNDGhF7bTih,Laurel,67,12,15,10,9,13,8,4.421052632,2,6.222222222,4.857142857,6,4,4.833333333,56,18,1,0,2,0,3,3,6,2,0,1,15
R_8pY6V1hoZKcqFee,Yanny,100,17,18,20,17,11,17,4.342105263,4.666666667,5.666666667,1.428571429,4.166666667,6.166666667,3.555555556,129,16,2,0,3,0,4,2,2,3,0,0,12